autor,partido,uf,discurso,data,id_sessao
ALCEU MOREIRA,Bloco/MDB,RS,"Presidente, eu só quero fazer um esclarecimento didático. Dizem que os ruralistas vão tomar 86 bilhões, e eu quero mostrar de quem se trata Š não vou nem falar para eles, porque não tenho a intenção de convencê-los, já que eles flertam com a mentira como brinquedo predileto. O cidadão que planta laranja no interior de São Paulo vende a laranja para a agroindústria. Ao vendê-la, ele paga 2,85% de tributo, incluída aí a Previdência. Se nós tributar os quem faz o suco e vende o suco, nós vamos bitributá-lo, e ele vai perder a concorrência de mercado. A Cooperativa Aurora, em Santa Catarina, compra aves do associado, do pequeno produtor, que cria galinha, e ele paga 2,85%. Ao bitributar a cooperativa na exportação, tiramos a capacidade de mercado, de concorrência, e desempregamos as pessoas.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"A Presidência solicita a todas as Sras. Deputadas e Srs. Deputados que tomem os seus lugares, a fim de ter início a votação pelo sistema eletrônico. Está iniciada a votação.",10/07/2019,191
CORONEL ARMANDO,PSL,SC,"O Governo vota não, Presidente.",10/07/2019,191
PAULO RAMOS,PDT,RJ,"Sr. Presidente, quanto à questão que envolve o agronegócio, é preciso esclarecer, foi um momento da votação, um bacalhau na reforma da Previdência. A emenda apresentada nada tinha a ver com a reforma da Previdência. Então, não fica só a suspeição, fica praticamente a certeza de que havia algum objetivo, e o esclarecimento não satisfaz, somente isso. Estão tirando do trabalhador a alma e vêm com esse tipo de proposta.",10/07/2019,191
ALESSANDRO MOLON,PSB,RJ,"Presidente, a Oposição permanece em obstrução por várias razões, e uma delas é essa que o Deputado Paulo Ramos acaba de reafirmar, o benefício dado ao setor ruralista, às 2 da madrugada, na Comissão Especial. Foi uma lástima a aprovação desse destaque. Nós sabemos que dizer isso neste momento é incômodo, mas é necessário. Ao longo de 10 anos, a economia feita com o suor e o sacrifício dos professores e das professoras produzirá uma economia de 20 bilhões. Enquanto isso, essa mesma reforma presenteia os ruralistas exportadores com 83 bilhões. Não há como coonestar isso. Nós somos contrários ao projeto. Entendemos que é sim necessária uma reforma da Previdência, mas não esta, socialmente cruel e irresponsável, em especial com os de baixo. A Oposição permanece em obstrução.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Com a palavra o Deputado Celso Maldaner.,10/07/2019,191
CELSO MALDANER,Bloco/MDB,SC,"Sr. Presidente, demais colegas Parlamentares, além da aprovação da reforma da Previdência, nós temos que abraçar, em seguida, a reforma tributária, para tornar o Brasil mais competitivo. O agronegócio tem muita importância no desenvolvimento e na sustentabilidade do País. Por isso, nós temos que valorizar nossos produtores rurais. Nós sabemos no Congresso que praticamente 90% da nossa população é urbana, mas também sabemos que é o agricultor que sustenta o País. Então, nada mais justo do que a emenda aprovada na Comissão Especial, que dá competitividade ao agronegócio brasileiro para continuar exportando e gerando divisas para o Brasil.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Com a palavra a Deputada Luizianne Lins.,10/07/2019,191
LUIZIANNE LINS,PT,CE,"Sr. Presidente, Sras. e Srs. Deputados, vamos dar a real para o povo deste País. O que está verdadeiramente em jogo é a destruição da maior política pública de distribuição de renda de um país tão desigual como o nosso. O que está em jogo é a mudança das regras do modelo de sociedade definido pela Constituição de 1988, homologada por esta Casa, o pacto social que foi construído e que, no ano passado, completou 30 anos. O que está em jogo é a destruição de forma perversa, desumana e cruel de uma política pública, o que vai jogar milhões de brasileiros e brasileiras na miséria. O objetivo central é substituir o chamado Estado social pelo chamado Estado mínimo, que vai privatizar a Previdência para encher ainda mais os cofres dos banqueiros deste País. É importante que o povo brasileiro lembre que esta reforma é realizada sob o regime de ajuste fiscal implantado pelo Governo Temer, que fez com que este País acabasse com os investimentos dos setores sociais até o ano de 2036 e também ficasse sob a égide de uma reforma trabalhista criminosa que está aumentando dia após dia o desemprego neste País. Também é importante dizer que o famoso déficit fiscal, tão falado aqui por gente que nunca leu um livro sobre economia Š dá para perceber claramente pelas falas arranjadas aqui Š, que esse déficit previdenciário é uma grande mentira contada por alguns que, no dia a dia, se valem de programas popularescos, de jornalistas e de jornalismo questionáveis neste País, de propaganda governamental milionária. E não falei das fake news que o Zero Um, o Zero Dois, o Zero Três e o Twitter do Zero Zero jogam todo dia na mente do nosso povo. Quem votar a favor desta reforma da Previdência jogará milhões e milhões de trabalhadores e trabalhadoras na miséria, aprofundará a desigualdade social. Mas podem ter certeza de que a história vai dar o seu troco. O próprio Presidente desta Casa, o Deputado Rodrigo Maia, afirmou que, dos que votaram na Comissão Especial a favor da reforma apresentada por Temer, só quatro foram reeleitos. A história vai fazer o julgamento e dar o troco aos personagens desta trama macabra, perversa, desta crueldade contra o povo brasileiro. Todos vamos saber muito bem o que importa para o Brasil hoje. A pergunta fundamental que deveria partir dessa reforma ou essa deforma da Previdência é que país nós queremos: um país de idosos e miseráveis ou um país de jovens que estejam usufruindo da previdência pública e contribuindo com ela? Muito obrigada.",10/07/2019,191
JOÃO MARCELO SOUZA,Bloco/MDB,MA,"Presidente, o Deputado João Marcelo Souza votou com o partido nas votações anteriores.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Tem a palavra o Deputado Luis Miranda, por 3 minutos.",10/07/2019,191
LUIS MIRANDA,DEM,DF,"Sr. Presidente, Sras. e Srs. Deputados, primeiramente eu gostaria de enaltecer nesta tarde o excelente trabalho feito pelo Deputado Marcelo, junto com o Deputado Samuel, que nos trouxe até este momento. Houve muitos momentos críticos. Ouvimos os Parlamentares presentes, e aqueles que não se manifestaram perderam a chance de conhecer a sensibilidade que esses Deputados tiveram para que chegássemos aqui com um texto mais próximo possível de 1 trilhão, e, mais do que isso, com justiça social, justiça social essa que a Esquerda tenta marginalizar quando não admite que os Srs. Deputados só irão se aposentar com 65 anos de idade! Os Srs. Deputados aqui não têm privilégio, não têm transição! Nenhum dos senhores aqui tem qualquer tipo de regalia para essa aposentadoria! Estão mentindo lá fora para a sociedade quando brigam por idades inferiores para se aposentar com 40, 45 anos, como se isso fosse justo no País! Eu, que estou aqui todos os dias dando a cara a bater, apanhando com a sociedade, que não se decide se acredita ou não no Parlamento que ela mesmo elegeu, irei me aposentar com 65 anos de idade, sem vantagens, sem privilégios, sem nada que possa desmerecer qualquer um da nossa sociedade. Cedemos para os professores, cedemos para os policiais, cedemos para as mulheres, para que o texto pudesse ser aprovado, por um único motivo: é necessário fazer esta reforma! Esse é um remédio amargo, este momento é duro, difícil para todos nós. Ninguém que esteja votando sim vai comemorar quando sair daqui. Eu me envergonharei dos Deputados que, quando for aberto o resultado neste plenário, comemorarem, porque não é algo que se comemore! A reforma vai afetar todos nós, os nossos filhos, mas estaremos garantindo o futuro do Brasil e a possibilidade de se fazer uma reforma tributária. Num País endividado, num País a caminho da falência, é impossível oferecer dignidade para a população, é impossível investir na educação, na saúde, resolver todos os problemas que o nosso País possui, inclusive na área de segurança pública, que passou esta semana pedindo ajuda para que pudéssemos dar o nosso melhor. E estamos dando o nosso melhor, sacrificando inclusive a própria aposentadoria dos Deputados, dos Parlamentares de todo este Brasil. Então, meus senhores, quando a esquerda subir ali com falácias dizendo que nós não estamos pensando no futuro do nosso povo, lembrem disto: nós sacrificamos na própria carne e estamos dando o máximo que nós podemos, para dar um futuro para o nosso País! Porque é melhor ter dinheiro amanhã do que fazermos uma falácia aqui hoje. Obrigado, senhores.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Tem a palavra o Deputado Aliel Machado, por 3 minutos.",10/07/2019,191
ALIEL MACHADO,PSB,PR,"Sr. Presidente, Srs. e Sras. Parlamentares, este é um tema muito caro e importante para o País. Eu digo isso porque ele tem que superar as divergências ideológicas e partidárias e os interesses político-eleitorais. Desde o início, eu me coloquei favorável a uma reforma da Previdência, reforma que precisa resolver o problema da demografia Š há um problema demográfico, as pessoas estão ficando mais velhas, e nós precisamos adequar a questão da idade Š, reforma que corrija as distorções, como é o caso daqueles que ganham mais e pagam pouco, reforma que corrija os privilégios, uma reforma da Previdência que corrija o problema fiscal. Agora, que reforma estamos votando hoje? Eu respeito os Deputados que votam a favor da reforma por convicção e respeito os Deputados que são contrários à reforma por convicção. O problema está nos detalhes daqueles vendilhões. O problema são aqueles que, apesar de terem sido eleitos para representar a população e debater com responsabilidade um texto como este, se interessam pelas negociatas que acontecem às escuras. O texto atual é muito injusto. O texto atual diz que, para um trabalhador do Regime Geral de Previdência, que não é um privilegiado, em vez de faltarem hoje 4, 5, 6 anos para que se aposente, podem faltar 12, 13, 14 anos. A proposta atual diz que as pessoas mais simples, os homens que hoje trabalham em média 5 meses por ano, terão, no Regime Geral da Previdência, que se aposentar em média aos 77 anos de idade, já que a aposentadoria de quem se aposenta por idade foi aumentada para 20 anos. Isso é muito grave! Nem os países mais desenvolvidos aplicam uma medida tão rigorosa como esta. Como se não bastasse, o trabalhador que ganha 2 mil reais por mês é penalizado em seis oportunidades diferentes, restando- lhe a possibilidade de deixar uma pensão de 500 reais para a esposa, ou esposo, para a família. Isso não é justo! É preciso discutir os privilégios por meio de uma agenda econômica de geração de empregos que comece pela reforma tributária, que passe pela reforma política e que aplique a cobrança de impostos aos verdadeiros privilegiados no País, que hoje não pagam impostos. Este é um dos países mais vantajosos para quem já é podre de rico. Por isso, votamos não a esta reforma.",10/07/2019,191
ERIKA KOKAY,PT,DF,"Sr. Presidente, gostaria de saudar o povo brasileiro e os professores que aqui estão assistindo a esta sessão, em luta pelo direito à aposentadoria.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Está encerrada a votação. (Pausa.) Resultado da votação: SIM: 25 NÃO: 314 ABSTENÇÃO: 2 REJEITADO O REQUERIMENTO. Em votação o substitutivo adotado pela Comissão Especial à Proposta de Emenda à Constituição nº 6, de 2019, em primeiro turno, ressalvados os destaques. Orientação de bancadas. Como vota o Bloco do PP? (Pausa.) Como vota o PSL? (Pausa.) Como vota o PT?",10/07/2019,191
PAULO PIMENTA,PT,RS,"Sr. Presidente, solicito que seja somado ao meu tempo de orientação o da Liderança. Vou orientar da tribuna. Convido minha bancada a me acompanhar à tribuna.",10/07/2019,191
DARCÍSIO PERONDI,Bloco/MDB,RS,"Bancada reformista, venham todos votar! Chegou a hora! Chegou a hora da nova reforma da Previdência, do texto principal! Venham dos gabinetes!",10/07/2019,191
PAULO PIMENTA,PT,RS,"Sr. Presidente, por gentileza, conceda-me o tempo da orientação mais o tempo da Liderança.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Está concedido, Deputado.",10/07/2019,191
PAULO PIMENTA,PT,RS,"Sr. Presidente, Sras. e Srs. Deputados, povo brasileiro, esta é a bancada do PT, partido dos trabalhadores e das trabalhadoras, a maior bancada do Congresso Nacional, a bancada do Presidente Lula, a bancada de um partido político que tem história, que tem lado e que historicamente esteve ao lado do povo trabalhador deste País e das pessoas mais humildes. Este é um partido que, quando teve a oportunidade de governar, realizou um conjunto de mudanças estruturais que proporcionou uma transformação muito intensa na vida de milhões de famílias que, pela primeira vez, tiveram acesso a espaços da sociedade até então reservados a uma pequena minoria. Ao longo dos últimos meses, esta bancada, formada por homens e mulheres com trajetórias de luta junto com os movimentos sociais e o povo brasileiro, percorreu este País chamando a atenção da sociedade brasileira de que esta é uma reforma cruel com as pessoas mais pobres, uma reforma covarde, porque não enfrenta os grandes privilégios e as grandes distorções, uma reforma que protege os verdadeiros responsáveis pelo desequilíbrio fiscal deste País. Nós, durante nossos Governos, fizemos duas reformas da Previdência e sempre procuramos pautar nossas posições tendo a coerência e o princípio da defesa daquilo em que acreditamos. O Brasil é um país extremamente rico, mas é aquele em que seis famílias detêm 50% da renda nacional. A riqueza deste País foi concentrada de maneira perversa e injusta, e, em consequência disso, a grande maioria da população tem sofrido, no último período, com a ampliação do desemprego, da miséria e da falta de oportunidades. A Previdência pública, Sr. Presidente, em qualquer lugar do mundo, é uma política de bem-estar social que visa a oferecer uma vida digna nos momentos em que as pessoas mais precisam, ou na velhice, ou na doença. É exatamente nestes momentos que as pessoas precisam do apoio do Estado. Esta proposta de reforma da Previdência está tirando do povo brasileiro, exatamente das pessoas mais humildes e mais pobres, esta segurança e a possibilidade de terem no Estado a chance e a garantia da dignidade no momento em que mais precisam. Esta é uma proposta cruel, cruel com os aposentados e com as aposentadas do INSS, é cruel com as pensionistas do INSS. Ela persegue os servidores públicos de menor poder aquisitivo. Não tiveram a coragem de enfrentar nem sequer a possibilidade do debate sobre novas formas de financiamento da Seguridade Social no Brasil. Negaram-se a discutir a taxação das grandes fortunas, a criação de um imposto sobre lucros e dividendos e, ainda por cima, aprovaram medidas que reduzem a possibilidade de receita e de arrecadação, como os 83 bilhões retirados da medida para proteger um segmento da sociedade que, com certeza, negociou seu voto em torno desta benesse. Sr. Presidente, é uma vergonha! Todos os senhores e as senhoras sabem que Fernando Henrique Cardoso ficou marcado porque comprou nesta Casa votos para garantir sua reeleição. Nos últimos dias, estamos assistindo à liberação de bilhões de reais do dinheiro público para a compra de votos de Deputados e de Deputadas que não honram seus mandatos, Deputados e Deputadas que viram as costas para o povo que os elegeu e que aceitam um jogo perverso de trocar o recurso por uma emenda pelo direito do povo de um dia poder se aposentar. Esta é uma reforma marcada pelo vício da distribuição do dinheiro público para comprar votos deste Plenário traindo o povo brasileiro. Sr. Presidente, Sras. e Srs. Deputados, o atual Presidente da República, no tempo em que era Deputado nesta Casa, ocupou esta tribuna em 67 oportunidades para denunciar as tentativas de reforma da Previdência. Naquelas oportunidades, a reforma era muito menos nefasta para o povo do que esta que estamos debatendo. O Presidente da República cometeu um estelionato eleitoral porque criou, na campanha, uma expectativa, especialmente para a população mais pobre, de que, se eleito, seria o representante de uma nova forma de fazer política. No entanto, traiu a confiança da população, entregou seu mandato ao mercado, vendeu sua dignidade ao capital financeiro e um dos primeiros projetos que apresentou foi o projeto que destrói a Previdência pública no Brasil. Este Governo é marcado pelo autoritarismo, pelas denúncias de corrupção, pela entrega da nossa soberania, pelo atentado contra a democracia e pela retirada de direitos de trabalhadores, de trabalhadoras, de aposentados e de aposentadas deste País. Nós, da bancada do PT, do partido dos trabalhadores e das trabalhadoras, junto com nossos aliados, continuaremos nas ruas lutando em defesa de um Estado soberano, de um país democrático, de um país inclusivo, de um país onde as pessoas tenham a oportunidade e o direito de usufruir da riqueza desta Nação para viver com dignidade. Esta é apenas uma batalha, e o PT votará unido, 100% da nossa bancada, a maior bancada do Congresso Nacional, contra este projeto de destruição da Previdência pública do Brasil. Reafirmamos com este gesto nosso compromisso de um partido que continua do mesmo lado, onde sempre esteve, ao lado do povo trabalhador, das suas lutas e dos seus sonhos. Lula livre! Viva o povo brasileiro! (Manifestação no plenário.)",10/07/2019,191
