autor,partido,uf,discurso,data
MARCEL VAN HATTEM,NOVO,RS,"Pelo avançar do horário e inclusive pelo cansaço de todos, que é natural, inclusive do próprio Relator, creio que é, sim, salutar que se substitua por debate. Acho a proposta de V.Exa. muito razoável. Realmente, da parte daqueles que apoiam a reforma, por tudo, está muito claro. A maior parte realmente não vai utilizar todo o seu tempo, pelo que nós percebemos. Que essa hora fosse pelo menos dividida em número de falas, e não em tempo, porque nós ganharemos no debate. Se, por exemplo, 60 minutos forem divididos em 10 falas de 6 minutos, seriam 5 falas de 6 minutos para cada lado. Se não forem usadas todas, nós vamos reduzir o tempo de 1 hora para 40 minutos, no fim das contas. Acho que é isto: vamos dividir em número de falas,...",12/07/2019
LUCAS VERGILIO,SOLIDARIEDADE,GO,"Esse tempo vai contar, Sr. Presidente?",12/07/2019
MARCEL VAN HATTEM,NOVO,RS,"... porque fica justo, Sr. Presidente. Senão, um lado vai usar o tempo do outro e vice-versa. Essa é a nossa sugestão. Assim há como fazer acordo.",12/07/2019
LUCAS VERGILIO,SOLIDARIEDADE,GO,"Esse tempo já está contando, Sr. Presidente? Porque nós já estamos há quase 1 hora discutindo.",12/07/2019
MARCELO RAMOS,PL,AM,Já gastamos quase 1 hora aqui. Eu vou ouvir a Deputada Luiza Erundina e o Deputado Pedro Paulo e depois vou encaminhar a matéria. Tem a palavra a Deputada Luiza Erundina.  (Pausa.),12/07/2019
ALICE PORTUGAL,B,BA,V.Exa. sabe que há uma questão de ordem minha pedida.,12/07/2019
LUIZA ERUNDINA,PSOL,SP,"Sr. Presidente, eu queria retomar os argumentos...",12/07/2019
JANDIRA FEGHALI,B,RJ,"Queria só saber como ficam os Líderes nessa divisão, Sr. Presidente. Reunião de: 12/07/2019",12/07/2019
LUCAS VERGILIO,SOLIDARIEDADE,GO,"O tempo é prerrogativa de V.Exa., Sr. Presidente. A discussão é por até 15 minutos, mas é prerrogativa do Presidente escolher.",12/07/2019
JANDIRA FEGHALI,B,RJ,"Sim, mas em que momento vai intercalar? Quero só saber, porque há uma lista de inscrição. Sr. Presidente, quero só saber em que momento falam os Líderes.",12/07/2019
LUIZA ERUNDINA,PSOL,SP,"Sr. Presidente, eu queria retomar...",12/07/2019
MARCELO RAMOS,PL,AM,"O tempo de Líder é regimental, Deputada Jandira. (Intervenção fora do microfone.)",12/07/2019
MARCELO RAMOS,PL,AM,"Na hora em que pedir. Será na hora em que pedir. Aqui na Comissão, o Líder sempre fala na hora em que pede. Vamos ouvir a Deputada Luiza Erundina e o Deputado Pedro Paulo. Depois vou encaminhar a matéria.",12/07/2019
ALICE PORTUGAL,B,BA,V.Exa. sabe que há uma questão de ordem minha pedida.,12/07/2019
LUIZA ERUNDINA,PSOL,SP,Eu queria acrescentar algumas considerações ao que a Deputada Sâmia... (Intervenções simultâneas ininteligíveis.),12/07/2019
MARCELO RAMOS,PL,AM,"Por favor, vamos ouvir a Deputada Erundina. Nós já perdemos quase 1 hora aqui.",12/07/2019
LUIZA ERUNDINA,PSOL,SP,"Sr. Presidente, eu queria acrescentar algumas considerações ao que a Deputada Sâmia falou, para justificar o requerimento de adiamento que foi apresentado. Além das normas regimentais, Sr. Presidente, nós temos que adotar certa razoabilidade diante de um processo que não é simples. Nós acompanhamos desde a primeira reunião desta Comissão até a outra fase, que foi a que se concluiu hoje à noite. Os destaques acrescentaram novas questões e mudanças importantes ao texto do relatório final do Relator. E mais, Sr. Presidente: a discussão e a compreensão do tema, para basear as decisões, não podem se fechar no âmbito de Comissões ou mesmo no âmbito do plenário da Câmara. A sociedade está esperando, para entender o impacto que vai recair sobre ela, sobre as famílias, sobre cada trabalhador, cada aposentado, cada pensionista. Sr. Presidente, quando nós chegamos às bases Š e provavelmente isso ocorra com V.Exa. e com o Relator, talvez mais do que em relação a nós Š, as pessoas nos demandam, para compreenderem o que está sendo aprovado. Porque o impacto econômico, o impacto social, o impacto humano...",12/07/2019
MARCELO RAMOS,PL,AM,"Eu peço a V.Exa. que conclua, Deputada Erundina. Na última vez, eu cortei o som do microfone de V.Exa., e V.Exa. ficou chateada comigo. Peço que conclua. Não temos tempo. V.Exa. está fazendo um recurso de uma decisão que eu já tomei.",12/07/2019
LUIZA ERUNDINA,PSOL,SP,"Portanto, há necessidade de se abrir espaço, não para fechar a questão aqui na Comissão, mas na sociedade... (Não identificado)  - Vamos tocar a reunião, Sr. Presidente. Ela fugiu ao tema.",12/07/2019
LUCAS VERGILIO,SOLIDARIEDADE,GO,"Sr. Presidente, vamos pôr ordem! (Intervenções simultâneas ininteligíveis.)",12/07/2019
MARCELO RAMOS,PL,AM,"Deputada Erundina, essa questão já está decidida. Concedo a palavra ao Deputado Pedro Paulo.  (Pausa.) (Não identificado)  - É matéria vencida, Sr. Presidente.",12/07/2019
PEDRO PAULO,DEM,RJ,"Sr. Presidente, vou tratar de uma questão objetiva para encaminhar esta discussão, de acordo com a matemática. Nós temos 60 minutos para a leitura do relatório e 75 minutos para cada parte, para Situação e Oposição. Correto? Qual seria a proposta? Teria 75 minutos cada parte. Nós abriríamos mão dos 60 minutos e dos 75 minutos que seriam a parte da Situação e daríamos os 75 minutos à Oposição a partir de agora, direto. Eles falariam durante...",12/07/2019
ALEXANDRE FROTA,PSL,SP,Eles falam à vontade. Reunião de: 12/07/2019,12/07/2019
PEDRO PAULO,DEM,RJ,"Eles falariam à vontade durante o momento de maior audiência, sem interrupção, e, ao final dos 75 minutos, nós iríamos para a votação.",12/07/2019
ALEXANDRE FROTA,PSL,SP,Nós voltamos aqui.,12/07/2019
MARCELO RAMOS,PL,AM,Deputado Henrique... (Intervenções simultâneas ininteligíveis.),12/07/2019
MARCELO RAMOS,PL,AM,O Deputado Samuel vai fazer a leitura das alterações enquanto tentamos chegar a um acordo de procedimento. (Intervenção fora do microfone.),12/07/2019
MARCELO RAMOS,PL,AM,Pois não.,12/07/2019
ALICE PORTUGAL,B,BA,Questão de ordem.,12/07/2019
MARCELO RAMOS,PL,AM,"Eu espero que V.Exa. não use para recorrer da decisão anterior Š estou adiantando. Se usar para isso, eu vou cortar a palavra de V.Exa.",12/07/2019
ALICE PORTUGAL,B,BA,"Sr. Presidente, primeiro, quero dizer que nós temos o direito de fazer questão de ordem sem premissas.",12/07/2019
DARCI DE MATOS,PSD,SC,"Desde que proceda. Não é, Sr. Presidente? Tem que proceder.",12/07/2019
ALICE PORTUGAL,B,BA,"Eu o trato educadamente. Firmeza e ênfase não são deseducação, Sr. Presidente... Eu gostaria de ter a sua atenção.  (Pausa.) Deputado Henrique Fontana, eu gostaria da atenção, só por 1 minuto. Sr. Presidente, primeiro, eu gostaria de dizer a V.Exa. que ênfase...",12/07/2019
REINHOLD STEPHANES JUNIOR,PSD,PR,É uma dureza esse pessoal da Esquerda.,12/07/2019
LUCAS VERGILIO,SOLIDARIEDADE,GO,"Sr. Presidente, se estivesse sendo lido o relatório, já estaria quase na metade... (Não identificado)  - Estão obstruindo, Sr. Presidente. Isso é obstrução!",12/07/2019
ALICE PORTUGAL,B,BA,"Primeiro, quero resgatar essa relação. Quando eu atuo sobre o Regimento, eu não estou sendo deseducada, estou tentando usar o direito legítimo da Minoria. Art. 117. Serão escritos e dependerão de deliberação do Plenário os requerimentos não especificados neste Regimento (...). Mais adiante, Sr. Presidente, no seu inciso VI, o art. 117 diz que a retirada da Ordem do Dia de proposição com pareceres favoráveis etc. Š e isso está sustentado em uma série de decisões anteriores Š depende de decisão do Plenário. Então, o que eu estou arguindo a V.Exa... (Intervenção fora do microfone.)",12/07/2019
ALICE PORTUGAL,B,BA,"Um minutinho só, Deputado Pedro Paulo. O que eu estou arguindo a V.Exa. é que há requerimento sobre a mesa: requerimento de retirada, requerimento de adiamento por uma sessão Š não é por cinco, nem por quatro, nem por três sessões, é por uma sessão, o que o Regimento prevê. Sr. Presidente, o art. 117 não foi arguido em momento nenhum. Eu peço a V.Exa. que considere que a Oposição tem o direito de requerer, tem o direito de obstruir. Isso é um direito regimental, isso não é deseducação. Isso é um direito regimental. Eu estou arguindo o art. 117. Sobre ele é que peço a vossa resposta, para que os requerimentos não sejam de pronto prejudicados, como V.Exa. o fez, de forma absolutamente inaudível, rápida, o que impediu o direito legítimo da Oposição de se manifestar sobre o Regimento. Não obstante, eu reconheço esse esforço sobre as falas e o corroboro, porque acho democrático, ilustrado da parte de V.Exa. Mas, em função disso, V.Exa. não pode nos retirar o direito de arguir regimentalmente sobre a sessão, o seu adiamento, a publicação do parecer, a publicação da ata anterior, a publicação da convocação desta reunião, tudo isso já levantado e evidentemente denegado de vossa parte. Reunião de: 12/07/2019 É o art. 117. Peço resposta sobre ele. Gostaria de ter o direito, como Oposição, de fazer os requerimentos de adiamento, de retirada, de publicação. Esse é um direito que me assiste, Sr. Presidente. Eu peço a V.Exa. que reconheça isso, como Parlamentar que já foi em outras esferas.",12/07/2019
MARCELO RAMOS,PL,AM,"Deputada Alice, efetivamente, é um direito que assiste a V.Exa., tanto que eu permiti que V.Exa. fizesse as questões de ordem, como é um direito que assiste a mim tomar a decisão. A decisão está tomada. Essa matéria está vencida.  (Palmas.) Não havendo acordo em relação às falas, eu passo a palavra ao Relator, o Deputado Samuel Moreira, para a leitura da proposta de redação para o segundo turno de discussão e votação. (Intervenção fora do microfone.)",12/07/2019
MARCELO RAMOS,PL,AM,"Não há acordo. Tem a palavra o Deputado Samuel Moreira, para fazer a leitura de todo o projeto.  (Pausa.)",12/07/2019
DARCI DE MATOS,PSD,SC,"Vamos tocar a sessão, Sr. Presidente.",12/07/2019
LUCAS VERGILIO,SOLIDARIEDADE,GO,"Sr. Presidente, nós podemos dividir a leitura com o Deputado Samuel, se ele quiser.",12/07/2019
SAMUEL MOREIRA,PSDB,SP,"Quero cumprimentar o Presidente e cada um de V.Exas. O Presidente fez um esforço Š e não quero entrar no mérito disso, vou ler o relatório Š para que a Oposição falasse pelo mesmo tempo que vai me ouvir, mas agora eu vou ler. São apenas 34 páginas. Tenham um pouco de paciência. Vou ler primeiro o relatório e depois entrar no substitutivo, que vou ler integralmente, com as alterações. Proposta de redação para o segundo turno de discussão e votação da Proposta de Emenda à Constituição nº 6-F, de 2019. Modifica o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências. Relator: Deputado Samuel Moreira I - Relatório A Proposta de Emenda à Constituição nº 6-A, de 2019, de autoria do Poder Executivo, após aprovada na Comissão Especial, teve sua apreciação, em primeiro turno, concluída no plenário desta Casa na sessão extraordinária realizada em 12 de julho de 2019, com alterações em face da aprovação das emendas aglutinativas e dos destaques a seguir descritos. Aprovou-se a Emenda Aglutinativa nº 5, o que acarretou as seguintes alterações no substitutivo adotado pela Comissão Especial: - supressão da expressão 'conjunto de' do § 7º do art. 40 e do inciso V do art. 201 da Constituição Federal; - acréscimo da alteração do § 3º do art. 109 da Constituição Federal, nos termos da redação original oferecida pela Proposta de Emenda à Constituição nº 6-A, de 2019; - supressão da alteração do inciso II do art. 201 da Constituição Federal, com o intuito de preservar o texto constitucional atual; e - alteração do § 5º do art. 26 do substitutivo adotado pela Comissão Especial, para estender às mulheres a regra de acréscimo do valor dos proventos de aposentadoria a cada ano que exceder 15 anos de contribuição. Aprovou-se também emenda de redação para inclusão do termo 'formal' após a expressão 'fonte de renda' constante do § 7º do art. 40 e do inciso V do art. 201 da Constituição Federal. Acolheu-se a Emenda Aglutinativa nº 8, que acrescentou o § 3º ao art. 5º da proposição, com o intuito de introduzir regra de transição alternativa para policiais federais, policiais rodoviários federais, policiais ferroviários federais, policiais civis do Distrito Federal e agentes federais penitenciários ou socioeducativos. Em decorrência, foi acrescentada referência à regra no  caput  do art. 5º. O § 2º do art. 18 do substitutivo adotado pela Comissão Š que tratava do aumento de 15 para 20 anos do tempo de contribuição do homem na regra de transição da aposentadoria por idade do Regime Geral de Previdência Social Š foi suprimido em face da aprovação do Destaque para Votação em Separado nº 76. Foi acolhido o Destaque para Votação em Separado nº 43, o que implicou a supressão da expressão 'em dois anos' constante do § 1º do art. 20 do substitutivo adotado pela Comissão Especial. Por fim, foi ajustada a redação, sem alteração de conteúdo, do inciso III do § 1º do art. 40 da Constituição Federal, para que a palavra 'respectivas' fosse situada ao lado dos termos a que se refere. Reunião de: 12/07/2019 Nos termos regimentais, a PEC 6/19 retorna a esta Comissão Especial para elaboração da redação para o segundo turno de discussão e votação. II. Conclusão Diante do exposto, ofereço à apreciação dos nobres pares desta Comissão Especial a proposta de redação para o segundo turno anexa, com as alterações aprovadas em Plenário. Sala da Comissão, 12 de julho de 2019. Deputado Samuel Moreira Relator. Vou fazer só uma observação: V.Exas. querem que eu leia o substitutivo na íntegra, totalmente, ou só as substituições no substitutivo?",12/07/2019
LUCAS VERGILIO,SOLIDARIEDADE,GO,Só as substituições.,12/07/2019
