autor,partido,uf,discurso,data,id_sessao
TADEU ALENCAR,PSB,PE,"Sr. Presidente, Sras. Deputadas e Srs. Deputados, a primeira coisa para a qual eu quero chamar a atenção deste Plenário é que nós estamos fazendo o debate das ideias. Há aqui Parlamentares que entendem que essa PEC é uma grande solução para o Brasil e há outros Parlamentares que não entendem dessa forma. Nós vamos fazer os debates nesses dias, madrugada adentro. Não vejo problema nenhum nisso. Presidente Rodrigo Maia, eu tenho profundo respeito por V.Exa. porque vejo o papel de grande equilíbrio que desempenha aqui neste plenário. Tenho dito isso tanto a V.Exa. quanto publicamente, porque tenho visto, diante de um Governo que demonstra incapacidade de qualquer diálogo com a sociedade brasileira, ainda mais com Congresso Nacional, que V.Exa. tem sido sempre um ponto de equilíbrio. Em primeiro lugar, eu quero protestar aqui, porque a sessão anterior foi encerrada sem que a palavra fosse dada a esta Liderança do PSB. V.Exa. no Colégio de Líderes disse que iria prorrogar por mais 1 hora a segunda sessão do dia e terminou impedindo que as Lideranças do PSB e do PCdoB pudessem usar o tempo de Liderança na sessão anterior. Iniciada esta sessão, nós fizemos aqui uma questão de ordem, Presidente. Os senhores e as senhoras nunca nos viram fazer questão de ordem que não fosse baseada no Regimento e com profundidade de conteúdo. V.Exa. tem consciência de que efetivamente esta sessão não pode acontecer, porque fere de modo flagrante o Regimento da Câmara dos Deputados, porque não há o interstício cumprido de duas sessões. Ficou muito claro que o indeferimento, sem qualquer motivação por parte de V.Exa., é uma violência com quem faz de modo cuidadoso e regimental uma questão de ordem. Por isso, apesar do respeito que temos aqui por V.Exa., repudio, em nome do meu partido, em nome de todos os partidos de Oposição, essa decisão, porque V.Exa. sequer se dignou motivar no Regimento ou onde quer que seja o indeferimento de uma questão de ordem feita com a maior seriedade diante deste Plenário.  (Palmas.) Isso revela, sem dúvida nenhuma, uma coisa: que a alardeada vantagem que se tem em relação aos votos da reforma da Previdência... V.Exa., que sempre admitiu sua concordância com essa proposta e com essa agenda para o Brasil, está aqui numa posição de árbitro e não pode ajeitar a bola com a mão para permitir que isso se faça sem os devidos cuidados. (Palmas.) V.Exa., que é cioso do seu papel e tem o respeito das oposições, não pode impedir que uma questão de ordem seja minimamente respondida, com o respeito devido aqui a qualquer Parlamentar, ainda mais por um partido que tem um comportamento que eu considero exemplar no plenário desta Casa. Aproveitando o tempo de Liderança do PSB, eu quero dizer que o Brasil inteiro nos assiste. É patético que uma questão grave como esta para o Brasil seja acompanhada por galerias vazias, galerias inteiramente vazias.  (Palmas.) Isso é o maior sinal de que o povo brasileiro não apoia essa reforma, absolutamente anestesiado por uma propaganda enganosa, falsa, que diz combater privilégios. No entanto, carrega seus efeitos e suas consequências na população pobre do Brasil. Onde estão os privilégios? Ninguém disse aqui onde estavam. Onde estão os privilégios que V.Exas. disseram que combatiam com essa proposta? Essa proposta é cruel com os mais pobres. Nós temos o dever Š as Oposições aqui nesta Casa Š de fazer a denúncia política. Essa é a nossa responsabilidade aqui. Nós podemos até perder, meus caros companheiros e companheiras. Não são somente os Deputados da Oposição, porque há muita gente inquieta com essa proposta. Mas o povo brasileiro sabe que essa é uma reforma que poderia ter ajustes. Nós nunca negamos a necessidade de ajustes na Previdência do Brasil, mas não ajustes que façam recair sobre essa população mais pobre, que nenhum sacrifício mais tem a dar ao Brasil, ainda mais maiores sacrifícios, obrigando a que ela trabalhe muito mais, pague muito mais e veja seus benefícios diminuídos, caro Presidente Rodrigo Maia. Nós não temos nenhuma dificuldade de fazer o debate, mas vimos que a tarde de hoje foi consumida pelas votações Š que apoiamos Š da vaquejada. Isso foi um sinal claro de que, neste Plenário, o Governo não têm 308 votos que lhe permitam aprovar essa agressão ao povo brasileiro. Vamos lutar até o último minuto, inclusive contra a violência que V.Exa. cometeu contra todo este Plenário: hoje é contra o PSB e as oposições, em outro momento será contra qualquer partido. Eu quero, representando o PSB, o partido que tem responsabilidade com o Brasil, dizer que responsabilidade fiscal não é patrimônio de nenhuma força política, com exclusividade. Nossos Governos têm responsabilidade fiscal. Nós dissemos que qualquer proposta que fosse aprovada deveria conter Estados e Municípios, onde estão os maiores problemas. Caro Presidente Rodrigo Maia, nós vamos lutar até o fim para impedir esse discurso enganoso Š a população, quando se der conta dele, vai se revoltar contra este Plenário. Vamos resistir! Abaixo a violência!  (Palmas.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Deputado Tadeu Alencar, eu aproveito que o Plenário está mais calmo para complementar o indeferimento da questão de orem. Quero dizer a V.Exa. que não há hipótese de eu tomar uma decisão que não seja respaldada pelo Secretário-Geral da Mesa, nem a favor de um lado, nem a favor de outro. A nossa decisão, baseada no Regimento, é que, não contando o prazo da sexta-feira, conta-se o prazo da segunda-feira e da primeira sessão do dia de hoje. Eu deixei que ela transcorresse até o final, para que não existisse nenhuma dúvida sobre sua realização, completando assim a segunda sessão, para que pudéssemos, a partir de agora...  (Manifestação no plenário.) Deputado, V.Exa. falou; agora é a minha vez. V.Exa. desnecessariamente me agrediu. V.Exa. sabe que eu respeito o Regimento, diferentemente de muitos que agora chegaram com placas, desrespeitando o Regimento da Câmara dos Deputados. Pelo respeito que tenho a V.Exa., informo que o indeferimento foi baseado na decisão da minha assessoria, que eu acredito que V.Exa. respeite tanto quanto eu. Essa projeto de emenda constitucional da reforma da Previdência tem coisas que ainda precisam ser resolvidas. Ainda há benefícios para os que ganham muito, como a regra de transição do Regime Próprio. V.Exa. tem a oportunidade de apresentar um destaque supressivo, retirando a regra de transição do Regime Próprio, para que todos se aposentem como os Deputados se aposentarão, com 65 anos de idade. Isso será uma demonstração de defesa dos mais pobres, em detrimento dos que ganham mais.  (Palmas.)",09/07/2019,188
JANDIRA FEGHALI,B,RJ,"Peço a palavra pela Liderança da Minoria, Presidente.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Deputada Jandira Feghali, tem V.Exa. a palavra pela Liderança da Minoria.",09/07/2019,188
ALESSANDRO MOLON,PSB,RJ,"Presidente, em seguida, peço a palavra pela Liderança da Oposição.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Em seguida terá a palavra a Liderança da Oposição.,09/07/2019,188
ALESSANDRO MOLON,PSB,RJ,"Obrigado, Presidente.",09/07/2019,188
DANIEL ALMEIDA,B,BA,"O PCdoB também quer pedir o tempo de Liderança, Presidente.",09/07/2019,188
HENRIQUE FONTANA,PT,RS,"Presidente, depois da Oposição, quero falar como Líder do PT. Está chegando às suas mãos...",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Ainda não chegou, Deputado.",09/07/2019,188
HENRIQUE FONTANA,PT,RS,"Vai chegar, Presidente.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Estou esperando ansiosamente, Deputado.",09/07/2019,188
HENRIQUE FONTANA,PT,RS,"Fique tranquilo, Presidente, vamos conversar bastante nestes próximos dias.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Vamos até o sábado, Deputado. Se necessário, até o domingo. Todo o mundo está vendo. Tenho percorrido o Brasil defendendo esta matéria, porque acredito na sua importância. Tem a palavra a Deputada Jandira Feghali, pela Liderança da Minoria.",09/07/2019,188
JANDIRA FEGHALI,B,RJ,"Sr. Presidente, em primeiro lugar, o primeiro desrespeito ao Regimento é que o Presidente da Câmara não deveria fazer defesa de mérito ao microfone da Presidência. Deveria estar ao microfone de apartes fazendo isso. Em segundo lugar, o Deputado Tadeu Alencar levantou uma questão de ordem Š na minha opinião, correta a questão de ordem Š e o que ele questiona, a esta altura, nem é o mérito, mas que V.Exa. deveria ter respondido à questão de ordem no momento em que foi levantada, não depois de ele tê-la defendido da tribuna como Líder do PSB. A explicação que V.Exa. deu depois deveria ter sido dada no momento do indeferimento Š essa é a questão que ele diz ser uma violência, porque o indeferimento tem que ser justificado no momento em que é levantada a questão de ordem, não depois, quando o autor vem à tribuna, como Líder de uma bancada, fazer a defesa de sua questão de ordem e reclamar do fato de que não houve justificativa para o seu indeferimento. Em terceiro lugar, em se tratando de matéria complexa e relevante como esta, neste Parlamento em que todos chegaram democraticamente pelo voto popular, é importante que nós tenhamos direito a levantar questões de ordem, que nós tenhamos o direito democrático de falar com profundidade sobre matéria, que o debate seja feito de forma ampla também neste plenário, não apenas na Comissão Especial, e que a sociedade possa conhecer de forma profunda a matéria que importa aos seus direitos. Digo aos Deputados que aqui estão que essa propaganda é feita pelo Governo com dinheiro público, dinheiro que é de todo o povo: de quem pode apoiar a reforma, mas também de quem é contra a reforma. Não foi perguntado a quem é contra a reforma se o seu dinheiro, o dinheiro do seu tributo, poderia ser usado por este Governo desqualificado a favor de uma reforma que grande parte da sociedade reprova. Nós não pudemos nos valer, no debate, de um plebiscito ou de um referendo. Em nenhum momento do debate, na televisão ou em qualquer outra grande mídia, alguém que é contra essa reforma teve espaço para expor argumentos e dados verdadeiros. Nós não podemos ser aqui tratorados do ponto de vista do Regimento da Casa. Nós precisamos ter o direito, todas as bancadas têm que ter o direito de levantar com calma e profundidade seus debates. Nós não vamos aceitar tratoramento, nem da Mesa, nem de Líder, nem de partido que não queira permitir o debate claro e completo da Oposição. Não aceitamos, de fato, violência, Deputado Rodrigo Maia. Quando a Deputada Alice Portugal apresentou o seu requerimento, ainda não estava ocorrendo a votação, e ela tinha o direito de retirá-lo. Mas isso não foi permitido, porque se sabia que a manutenção desse requerimento e sua votação poderiam impedir a votação de outros requerimentos de obstrução que estão na mesa. Nós temos o direito de retirar esse requerimento Š ele ainda não está em votação. Quando se trata de votarmos esta reforma da Previdência, nós sabemos que o que está em pauta é o sequestro dos direitos da população mais pobre do País. Nós sabemos que retirar o direito ao salário mínimo de uma pensão por morte, deixando ao léu viúvas Š na maioria são mulheres Š e órfãos é gravíssimo. Nós sabemos que tirar o abono salarial dos trabalhadores que ganham até dois salários mínimos é gravíssimo. Nós sabemos que rebaixar o valor do benefício a 60% é gravíssimo. Nós sabemos que a regra de transição prevista nesse texto vai tirar da grande maioria a possibilidade de alcance da aposentadoria, e isso é gravíssimo. Nós sabemos que essa proposta tira direitos adquiridos de uma grande maioria de trabalhadores da ponta do Estado brasileiro, que são os professores, que são os trabalhadores da segurança pública. Nós sabemos que essa proposta quebra o conceito da Seguridade Social deste País, quebra a contabilização da Seguridade Social, que foi o grande patrimônio conquistado pelo povo brasileiro. Nós sabemos que os grandes prejudicados por essa reforma não são os privilegiados, os Parlamentares, os Deputados. Os grandes prejudicados são os pobres deste País. O grande privilegiado vai continuar ganhando, que são os bancos, que é o capital financeiro, que são os grandes empresários do agronegócio que vocês protegeram, na Comissão Especial, na hora de tirar os 84 bilhões de reais em defesa da Previdência.  (Palmas.) Esse destaque teve o voto a favor do PSL e de seus aliados. Vocês não tiveram nenhuma vergonha e nenhum escrúpulo ao defender os 84 bilhões de reais do agronegócio contra os mais pobres deste País. Nessa hora, o andar de cima foi protegido por vocês. Nessa hora, vocês não tiveram nenhuma vergonha de proteger os 84 bilhões de reais. Mas, na hora de tirar a pensão por morte da viúva, no valor de um salário mínimo, vocês não tiveram nenhuma vergonha de votar contra essas mulheres, principalmente as mulheres negras, as mulheres rurais, que ganham, todas, 100%, um salário mínimo de pensão. Esta vergonha vocês não têm: prejudicar o povo mais pobre deste País. Sinceramente, eu não sei como vocês dormem. Vocês não sabem nem o nome de suas empregadas domésticas. Vocês não devem olhar para o rosto delas quando voltam para casa. Vocês não vão conseguir mais olhar nos olhos delas, porque não têm como justificar um voto desse tipo contra as trabalhadoras que trabalham nas suas residências, que cuidam dos seus filhos. E vocês votam contra o direito dessas mulheres. Sinceramente, este é o momento de conseguirmos dizer e botar a digital para mostrar quem está a favor do povo mais pobre deste País, quem está a favor dos bancos, dos grandes empresários do agronegócio, quem está contra essa violência, contra o povo brasileiro e os Parlamentares que aqui estão se posicionando a favor da Constituição e dos direitos do povo. E sem violência, Deputado Rodrigo Maia, porque nós não vamos aceitar! Muito obrigada.  (Palmas.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Concedo a palavra ao Deputado Henrique Fontana, pela Liderança do PT.",09/07/2019,188
HENRIQUE FONTANA,PT,RS,"Sr. Presidente, Sras. e Srs. Deputados, o debate que o Brasil está fazendo não é sobre quem quer ou não reformar a Previdência. O debate que nós estamos fazendo é sobre a PEC 6/19, essa proposta que destrói boa parte dos direitos à aposentadoria de trabalhadores extremamente pobres do País. Essa proposta quer retirar 1 trilhão de reais do bolso de aposentados atuais e futuros, que ganham mil reais, 2 mil reais, 3 mil reais. É deles que sairão 85% desse valor. Sr. Presidente, Sras. e Srs. Deputados, esta proposta não interessa ao Brasil, que quer combater a desigualdade. Esta proposta ampliará a desigualdade, ampliará a exclusão social e gerará gerações de idosos empobrecidos. Vamos aos fatos e ao debate. Ponto número um: todas as aposentadorias pelo novo sistema de cálculo serão reduzidas em 15%, 20%, 30%, 40%, às vezes, até 50%. Atenção, trabalhador brasileiro, o senhor que trabalha na construção civil, no comércio, na indústria, o senhor que, pela regra atual, tem direito a se aposentar, por exemplo, com 2 mil reais, depois de aprovada esta proposta, pode acordar devendo 700 reais da sua aposentadoria ao Governo. Vão baixá-la de 2 mil reais para mil reais, para 1.200 reais. E eu pergunto: é privilegiado esse trabalhador que se aposenta com 1.500 reais? Outra questão que está aqui nesta PEC: corte das pensões. Vão cortar as pensões de quem ganha salário mínimo em 40%. Quero falar com o meio rural. Peguemos o exemplo de um casal de agricultores, ela e ele aposentados com um salário mínimo. Vão cortar 40% da pensão quando o marido falecer e deixar a pensão para a viúva. É um ataque a direitos fundamentais. Outra questão que está nesta proposta: querem aumentar a idade mínima de contribuição para homens, para se aposentar por idade, Presidenta Gleisi Hoffmann. No caso daqueles que se aposentam com 65 anos e hoje podem se aposentar com 15 anos de contribuição, ao aumentar para 20 anos, vão excluir milhões de brasileiros do direito à aposentadoria, brasileiros que querem se aposentar ganhando mil reais, 1.500 reais, 2 mil reais. Está aqui a tabela. Se isso tivesse sido feito há 10 anos, 7 milhões e 200 mil brasileiros não estariam aposentados hoje. E há mais: eles querem cortar as aposentadorias de duas formas. Primeira: querem que tenha 40 anos de carteira assinada alguém que queira se aposentar na integralidade. Segunda: querem pegar aqueles primeiros salários que nós recebemos e colocar na média da aposentadoria para reduzir mais 10% a 15%. Deste trilhão, 850 bilhões serão retirados do bolso de pessoas que ganham mil reais, 1.500 reais, 2 mil reais. Portanto, esta proposta não é para combater privilégios. Ela é para atacar os direitos de pessoas que ganham pouco. Aliás, se fosse para combater privilégios, jamais teriam votado os 84 bilhões de reais em isenção tributária para o agronegócio exportador. No mesmo dia em que votaram para cortar de mil reais para 600 reais a pensão de uma viúva, entregaram um presente de 84 bilhões de reais para o andar de cima, para o agronegócio exportador. Aí me perguntam:  Mas qual é a solução então? Como equilibrar as contas públicas?  Existe muita alternativa para equilibrar as contas públicas: cobrar o imposto sobre lucros e dividendos. O Brasil é um dos únicos dois países do mundo que não cobram esse imposto. Esse imposto pode arrecadar 50 bilhões de reais por ano, e nós podemos deixar em paz a aposentadoria pelo Regime Geral de Previdência desses trabalhadores que estão esperando para se aposentar com 1.200 reais, 1.300 reais, 2 mil reais. Eles não são privilegiados! Nós podemos e devemos cobrar dos devedores da Previdência! Por fim, Presidente, esta proposta gera mais recessão, mais desemprego, porque ela corta o poder de compra de milhões de pessoas que, de outra forma, estariam alimentando o mercado interno. Essa proposta não serve ao Brasil, não serve aos trabalhadores brasileiros! Por isso, nós do PT vamos lutar contra essa proposta neste plenário.  (Palmas.)",09/07/2019,188
