autor,partido,uf,discurso,data
JOSÉ NELTO,PODE,GO,"Sr. Presidente Silvio Costa, Sr. Relator Samuel Moreira, o melhor cenário para esta Casa e para o Brasil, se não estivéssemos aqui hoje debatendo a reforma da Previdência, seria este. Poderíamos estar avançando em outras pautas Š a reforma tributária, a reforma política, a reforma do Código Penal Š não fosse a irresponsabilidade dos governos do passado e deste Parlamento, que não teve a coragem de votar a reforma da Previdência. Esta reforma está sendo muito bem debatida Š um semestre de debate! Š, muito bem conduzida pelo Presidente Rodrigo Maia, muito bem conduzida por esta Comissão, começando pela CCJ, e também pelos partidos que querem uma nova reforma da Previdência, uma reforma justa, que não permita o massacre dos mais pobres. Nós temos essa responsabilidade quando retiramos o BPC, quando retiramos os trabalhadores rurais e quando, por uma proposta do nosso partido, o Podemos, baixamos a idade dos professores. O professor até não se importaria de trabalhar um pouco mais: o que quer o professor no Brasil é um salário digno, Srs. Deputados, e não esse salário vergonhoso pago pelos Prefeitos e Governadores. Esse salário não representa a educação. Mas nós, Sra. Presidente, sabemos que, se não fizermos essa reforma, amanhã o Brasil vai cair na situação em que caiu Portugal. Na Inglaterra, eu estive com o ex-Primeiro-Ministro David Cameron quando ele era Deputado, e ele me disse: Reunião de: 04/07/2019 Deputado, eu serei Primeiro-Ministro do Reino Unido e, como meu primeiro ato, pela irresponsabilidade do Partido dos Trabalhadores, eu terei que demitir 1 milhão de servidores públicos . E aqui nós não estamos demitindo nenhum servidor, aqui nós não estamos cortando salário de aposentados. Com a reforma da Previdência, nós queremos é garantir que nenhum servidor será demitido, que amanhã o Governo não será obrigado a atrasar salários e que haverá uma Previdência futura para a nossa juventude. É esse o compromisso dos líderes partidários comprometidos com o novo Brasil, comprometidos com as reformas estruturantes, porque o País precisa de crescer. Srs. Parlamentares, o País está quebrado, os Estados estão quebrados, os Municípios estão quebrados, e agora a iniciativa privada também está indo para a quebradeira. Não podemos aceitar. Temos que ter a coragem de votar com consciência Š e nós temos essa coragem. Eu sei o papel da Oposição. A Oposição cumpre seu papel. E aqui eu não vou partir para xingatórios, porque o nosso debate é um debate civilizado, é um debate de ideias, não de ataques a Parlamentares. Faz aqui o papel correto a Oposição, mas, quando eles estiveram no poder, também tentaram fazer a reforma da Previdência e não conseguiram. Essa é a realidade. Então, agora chegou o momento de fazê-la, e este relatório do Deputado Samuel Moreira é o relatório mais consensual que poderia haver. Deixo meus elogios a todos os senhores da Comissão, aos Líderes partidários. O Podemos vota sim.",04/07/2019
HENRIQUE FONTANA,PT,RS,Presidente...,04/07/2019
MARCELO RAMOS,PL,AM,Espere só um pouquinho.,04/07/2019
JOSÉ NELTO,PODE,GO,"Sr. Presidente, com muita seriedade, pensando no Brasil, para que o Brasil volte a crescer, para que haja investimentos na área da saúde, da educação, da infraestrutura, confiando no trabalho desta Comissão, o Podemos orienta o voto favorável à nova Previdência. Muito obrigado.",04/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputado. Pela ordem, tem a palavra o Deputado Henrique Fontana; em seguida, falará a Deputada Jandira Feghali.",04/07/2019
HENRIQUE FONTANA,PT,RS,"Presidente, obrigado. Na realidade, eu queria fazer uma reclamação de forma respeitosa à Mesa. Sr. Presidente, Sr. Vice-Presidente Š na verdade, o Vice-Presidente é que estava exercendo a Presidência há pouco, mas obviamente respeito muito os dois Š, a Oposição quer pedir a V.Exas. que, quando solicitarmos uma questão de ordem, tenhamos tranquilidade para usar os 3 minutos de tempo que temos para formular a questão de ordem e, só após os 3 minutos, fazer a nossa fundamentação, a nossa argumentação e, evidentemente, ouvir a decisão de V.Exa., que sempre será soberana. Quero também pedir aos colegas da Oposição que têm uma opinião diferente da nossa que não se comportem como Mesa, porque, quando se faz uma questão de ordem, quem está conduzindo os trabalhos é o Presidente. Portanto, não é a gritaria de Oposição  versus  Governo que decidirá se uma questão de ordem vai poder ser formulada durante 3 minutos ou não. Mais do que uma reclamação, este é o pedido que faço a V.Exa.",04/07/2019
MARCELO RAMOS,PL,AM,"Antes de ouvir a Deputada Jandira Feghali, eu vou fazer um registro. Deputado Henrique, nós temos respeitado todas as questões de ordem, salvo as que já se iniciam como meramente protelatórias. A questão de ordem, V.Exa. bem sabe, não serve como recurso de uma decisão da Mesa. Então, eu não posso permitir uma questão de ordem de 3 minutos quando ela já se inicia com um fundamento claramente antirregimental. Mas nós teremos todo o cuidado necessário para preservar o direito regimental de questão de ordem de todos os Deputados e Deputadas. Tem a palavra a Deputada Jandira Feghali. Depois passaremos à orientação de bancada.",04/07/2019
JANDIRA FEGHALI,B,RJ,"Trata-se de uma questão de ordem, Presidente, mas uma questão de ordem que exige a presença do Relator. Como ele não está aqui, eu não sei... Mas eu vou iniciar a questão com base no art. 192.",04/07/2019
MARCELO RAMOS,PL,AM,"Deputada Jandira, eu me comprometo com V.Exa... V.Exa. quer fazer a questão de ordem agora? Se quiser, podemos esperar o Relator. Reunião de: 04/07/2019",04/07/2019
JANDIRA FEGHALI,B,RJ,"Acontece que ela teria que ser feita na fase de encaminhamento, antes de se entrar na votação.",04/07/2019
MARCELO RAMOS,PL,AM,"Eu poderia ouvir a orientação de votação e depois ouvir a questão de ordem de V.Exa., já que durante esse tempo o Relator poderia chegar. Mas, se V.Exa. quiser falar agora, não há problema.",04/07/2019
JANDIRA FEGHALI,B,RJ,"A orientação também depende de esclarecimentos do Relator, então há esse problema. É claro que o Relator pode ter suas necessidades de se ausentar do plenário, mas já faz algum tempo que ele não está aqui, e a reunião precisa seguir com a presença dele.",04/07/2019
MARCELO RAMOS,PL,AM,"Deputada Jandira, eu preciso fazer um registro procedimental. Nós já entramos em processo de votação, portanto nada do relatório pode ser mudado. A presença do Relator tem pouco significado, já que o que nós vamos votar é imutável. Mas ele precisa estar presente para ouvir a questão de ordem de V.Exa. e para votar o parecer.",04/07/2019
JANDIRA FEGHALI,B,RJ,"Eu vou fazer a questão de ordem... Ah, o Relator chegou. Pronto! A questão de ordem, Presidente, é baseada no art. 192. É difícil falar nestas condições, porque assim o Presidente não consegue ouvir. Eu vou aguardar, Presidente, o senhor poder me ouvir.  (Pausa.) No art. 192, § 4º, do Regimento Interno da Casa, está escrito:  Sempre que o Presidente julgar necessário, ou for solicitado a fazê-lo, convidará o Relator, o Relator substituto ou outro membro da Comissão com a qual tiver mais pertinência a matéria, a esclarecer, em encaminhamento da votação, as razões do parecer . Eu gostaria de pedir ao Relator esclarecimento sobre dois itens, antes de nós entrarmos na orientação e na votação da matéria. Seria importante que nós pudéssemos ter o tempo de esclarecimento desses dois artigos, em função de que houve complementação de voto ontem à noite e precisamos compreender exatamente o que se vai orientar e votar. Então, é baseada nesse artigo que eu gostaria de fazer este pedido, Presidente, se for possível.",04/07/2019
MARCELO RAMOS,PL,AM,"Deputada Jandira, eu até entendo que o artigo mencionado por V.Exa. é incabível na Comissão, porque ele fala de Comissão pertinente à matéria, e aqui nós não temos Comissão. Mas eu acho que não há... Não, ele remete à Comissão pertinente à matéria. Mas eu acho que não prejudicará os andamentos do trabalho Š pelo contrário, contribuirá com o trabalho Š a possibilidade de o Relator esclarecer alguma questão. Então, eu peço a V.Exa. que faça especificamente, diretamente, suas duas questões, para que o Relator possa esclarecê-las.",04/07/2019
JANDIRA FEGHALI,B,RJ,"Presidente, a primeira questão Š e peço a atenção do Relator Š é referente ao § 14 do art. 195, no art. 1º do substitutivo. Relator, V.Exa. ali estabelece a necessidade de uma contribuição mínima por categoria de segurado e aponta, possivelmente, para uma lei ordinária. A pergunta que faço é se está dentro do escopo do § 14 do art. 195 o significado disso em relação ao trabalhador intermitente e ao trabalhador rural, porque, ao determinar que haverá contribuição mínima por categoria de segurado, V.Exa. pode fazer com que, por meio de uma lei que estabeleça o valor da contribuição mínima, haja a exclusão de uma grande parcela que poderia contribuir mensalmente com valor abaixo daquela contribuição, o que pode significar um confisco daquela contribuição sem que isso signifique tempo de contribuição contado.",04/07/2019
SAMUEL MOREIRA,PSDB,SP,"Ao contrário, nosso objetivo é permitir que o intermitente possa ter contado seu tempo mesmo não trabalhando continuamente. (Intervenção fora do microfone.)",04/07/2019
MARCELO RAMOS,PL,AM,Peço a V.Exa. que faça a próxima pergunta e não faça contradita ao Relator.,04/07/2019
JANDIRA FEGHALI,B,RJ,Mas eu só posso entender o esclarecimento se... (O microfone é desligado.),04/07/2019
MARCELO RAMOS,PL,AM,Não. Eu peço que V.Exa. faça a próxima pergunta. A primeira pergunta já está esclarecida. Nem cabe esse questionamento. (Intervenção fora do microfone.) Reunião de: 04/07/2019,04/07/2019
MARCELO RAMOS,PL,AM,"Deputado Arthur, V.Exa. tem razão. V.Exa. tem razão. V.Exa. tem razão.",04/07/2019
ARTHUR OLIVEIRA MAIA,DEM,BA,"Não há como V.Exa. restabelecer um rito próprio, Presidente. A Deputada não está fazendo uma questão de ordem. Este não é o momento de debate. V.Exa. está tratando de mérito, Deputada. Não é razoável que... (O microfone é desligado.)",04/07/2019
PAULO RAMOS,PDT,RJ,"Sr. Presidente, tenho uma questão de ordem.",04/07/2019
MARCELO RAMOS,PL,AM,"Deputado Arthur, eu vou acatar a questão de ordem de V.Exa. e pedir à Deputada Jandira que trate aqui com o Relator do esclarecimento dela. Vou iniciar o processo de orientação de bancada. Como vota o PT? (Intervenção fora do microfone.)",04/07/2019
MARCELO RAMOS,PL,AM,Como vota o PT?,04/07/2019
PAULO RAMOS,PDT,RJ,"Sr. Presidente, tenho uma questão de ordem.",04/07/2019
MARCELO RAMOS,PL,AM,Como vota o PT?,04/07/2019
PERPÉTUA ALMEIDA,B,AC,Tenho uma questão de ordem com base no art. 162.,04/07/2019
JANDIRA FEGHALI,B,RJ,"Presidente, V.Exa. deferiu a minha questão de ordem. Que é isso, Presidente?",04/07/2019
PAULO RAMOS,PDT,RJ,"Eu tenho uma questão de ordem que tem que ser feita antes do encaminhamento, Sr. Presidente.",04/07/2019
MARCELO RAMOS,PL,AM,"Pois não, Deputado Paulo Ramos. Para uma questão de ordem, tem a palavra V.Exa.",04/07/2019
JANDIRA FEGHALI,B,RJ,"V.Exa. defere minha questão de ordem e agora defere outra? Que é isso, Presidente?",04/07/2019
MARCELO RAMOS,PL,AM,"Eu vou dar a palavra para uma questão de ordem a V.Exa. Questão de esclarecimento não existe. Eu vou dar a palavra para uma questão de ordem a V.Exa., desde que ela seja regimental.",04/07/2019
PAULO RAMOS,PDT,RJ,"Sr. Presidente, foram encaminhados à Mesa destaques simples e destaques para votação em separado que precisam ser admitidos previamente, antes do início da votação do respectivo mérito. No plenário, quando há destaques de preferência de proposição ou substitutivo, estes são votados antes da matéria principal, pois fica decidido que se prefere um texto a outro, havendo obviamente uma lógica sobre isso, uma lógica clara. Tal procedimento deveria ocorrer com qualquer tipo de destaque de preferência. Eu estou requerendo a V.Exa. que tome esta providência, isto é, que os destaques simples, os pedidos de preferência, sejam avaliados antecipadamente, antes do início da votação do texto principal. Eu sei que há pressa, Sr. Presidente, mas a afobação é irmã gêmea do erro. Esta Comissão está cometendo erros graves na forma como os trabalhos estão sendo conduzidos: atropela o Regimento e usa da força. O caso específico não só é regimental como está em conformidade com a experiência acumulada na Casa. Eu peço a V.Exa. que analise esta questão, para que possamos ter os pedidos de preferência, mesmo nos destaques simples, avaliados antes do início da apreciação do texto do Relator.",04/07/2019
MARCELO RAMOS,PL,AM,"Deputado Paulo Ramos, a admissibilidade anterior só é obrigatória quando há destaque de votação em separado coletivo, o que não é o caso na atual matéria. Como nós estamos votando o relatório separado dos destaques, nós vamos analisar a admissibilidade depois da votação do relatório. Indefiro a questão de ordem de V.Exa., obviamente cabendo recurso ao Presidente da Casa. Tem a palavra a Deputada Jandira para uma questão de ordem. Reunião de: 04/07/2019",04/07/2019
JANDIRA FEGHALI,B,RJ,"Presidente, eu volto ao art. 95, § 2º, porque eu estava no meio da minha questão de ordem quando o Plenário fez uma interferência e V.Exa. deferiu uma questão de ordem sobre a minha, já deferida. Eu tenho o direito, no meu tempo da questão de ordem...",04/07/2019
MARCELO RAMOS,PL,AM,"Não cabe questão de ordem com base no art. 95, porque ele apenas disciplina questão de ordem. Ele apenas disciplina questão de ordem, Deputada.",04/07/2019
JANDIRA FEGHALI,B,RJ,"É exatamente isso. O Deputado Henrique fez a questão dele com base nesse artigo, e eu estou fazendo a minha de novo.",04/07/2019
GUILHERME MUSSI,PP,SP,"Então indefira, Presidente.",04/07/2019
RODRIGO DE CASTRO,PSDB,MG,"Vamos seguir, Presidente.",04/07/2019
JANDIRA FEGHALI,B,RJ,Eu estava encaminhando uma questão de ordem deferida... (O microfone é desligado.),04/07/2019
MARCELO RAMOS,PL,AM,"Não, V.Exa. estava pedindo esclarecimento e pedindo para fazer uma contradita ao esclarecimento. Estava pedindo para fazer uma contradita ao esclarecimento. Eu fiz uma concessão... (Intervenção fora do microfone.)",04/07/2019
MARCELO RAMOS,PL,AM,Eu fiz uma concessão... (Intervenção fora do microfone.),04/07/2019
MARCELO RAMOS,PL,AM,"Deputada Jandira, eu não vou discutir. Eu fiz uma concessão a V.Exa. e permiti a pergunta. Como houve questionamento do Plenário, porque não há essa previsão regimental, eu acatei o questionamento do Plenário. Pela ordem, tem a palavra a Deputada Perpétua.",04/07/2019
JANDIRA FEGHALI,B,RJ,"É direito regimental, Presidente, não é concessão. Eu estava fazendo a segunda pergunta... (O microfone é desligado.)",04/07/2019
MARCELO RAMOS,PL,AM,"Eu indeferi a segunda pergunta, Deputada Jandira, e cabe a V.Exa. apresentar recurso ao Plenário. Eu posso estar errado, eu nem sempre vou acertar. Eu posso estar errado, e justamente por isso há a possibilidade de apresentar recurso ao Presidente da Casa. A Deputada Perpétua tem a palavra.  (Pausa.)",04/07/2019
JANDIRA FEGHALI,B,RJ,Isso é um desrespeito a uma Líder na Comissão.,04/07/2019
PERPÉTUA ALMEIDA,B,AC,"Presidente, eu vou reler o art. 162, porque eu penso que houve um equívoco de V.Exa. ao responder... (O microfone é desligado.)",04/07/2019
MARCELO RAMOS,PL,AM,"Não cabe recurso em questão de ordem, Deputada Perpétua. Eu passo à orientação de votação. (Intervenção fora do microfone.)",04/07/2019
MARCELO RAMOS,PL,AM,Não cabe recurso! Não cabe recurso! Como vota o PT? (Intervenção fora do microfone.),04/07/2019
MARCELO RAMOS,PL,AM,"Recorra ao Presidente da Casa. O recurso não é para mim. O recurso é para o Presidente da Casa. Não cabe questão de ordem para recorrer da decisão desta Presidência. V.Exa. bem sabe que não cabe. Como vota o PT?  (Pausa.) Eu posso estar errado. Nem sempre eu vou acertar, mas o recurso em relação ao meu erro não cabe a mim mesmo. O recurso em relação ao meu erro cabe ao Presidente da Casa. Reunião de: 04/07/2019 O Deputado José Guimarães tem a palavra para orientação de bancada do PT, por 1 minuto.",04/07/2019
